Freq. Range[8,1.299000e+01]
Name;#Ephocs;Power
001.set;1;-7.869096
002.set;1;-7.869096
003.set;1;-7.869096
004.set;1;-7.869096
005.set;1;-5.002500
006.set;1;-6.420428
007.set;1;-3.812233
008.set;1;-8.858859
