Freq. Range[13,30]
Name;#Ephocs;Power
001.set;1;-9.959617
002.set;1;-9.959617
003.set;1;-9.959617
004.set;1;-9.959617
005.set;1;-8.107390
006.set;1;-7.545745
007.set;1;-11.717234
008.set;1;-12.387875
