Freq. Range[4,7.990000e+00]
Name;#Ephocs;Power
001_IBOE.set;1;-7.778870
002_IBOE.set;1;-2.124719
003_IBOE.set;1;-5.202392
004_IBOE.set;1;-10.177238
005_IBOE.set;1;-5.732076
006_IBOE.set;1;0.029950
007_IBOE.set;1;-5.762580
008_IBOE.set;1;-4.822016
