Freq. Range[13,30]
Name;#Ephocs;Power
001_IBOE.set;1;-12.220200
002_IBOE.set;1;-5.291753
003_IBOE.set;1;-8.802259
004_IBOE.set;1;-15.577160
005_IBOE.set;1;-7.637370
006_IBOE.set;1;-3.445444
007_IBOE.set;1;-10.702720
008_IBOE.set;1;-11.940623
