Freq. Range[5.000000e-01,3.990000e+00]
Name;#Ephocs;Power
001_IBOE.set;1;-2.869268
002_IBOE.set;1;4.869225
003_IBOE.set;1;-0.178192
004_IBOE.set;1;-6.494497
005_IBOE.set;1;-2.529793
006_IBOE.set;1;7.053402
007_IBOE.set;1;-2.205382
008_IBOE.set;1;-0.945976
