Freq. Range[8,1.299000e+01]
Name;#Ephocs;Power
001_IBOE.set;1;-9.419094
002_IBOE.set;1;-2.499141
003_IBOE.set;1;-4.793485
004_IBOE.set;1;-11.223762
005_IBOE.set;1;-4.841288
006_IBOE.set;1;-0.656191
007_IBOE.set;1;-1.327394
008_IBOE.set;1;-6.719420
